#,Name,Play Number,QB Comment,Series,Field Position,Down,Distance,Gain,OFF Group,Personnel,The_Play,Backfield,FIB,Formation,Form Adj Y,Form Adj WR,Form Adj Bunch Stick,Empty,Motion,Motion 2,Motion 3,Protection,Play,Tempo,Run Concept,Pass Concept,Pass Concept 1,Pass Concept 2,Screen Concept,RPO1,ADDON 1,R/P,Pass Result,MOE,QB#,J#,EFF,gamedate,pff_GAMEDATE,pff_WEEK,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_2MINUTE,pff_DRIVESTARTEVENT,pff_DRIVEENDEVENT,pff_DRIVESTARTFIELDPOSITION,pff_DRIVEENDFIELDPOSITION,pff_FIELDPOSITION,pff_DRIVEENDPLAYNUMBER,pff_DRIVE,pff_DRIVEPLAY,pff_GAINLOSS,pff_GAINLOSSNET,pff_DISTANCE,pff_FIRST_DOWN_GAINED,pff_RUNPASS,pff_RUNPASSOPTION,pff_PASSRESULT,pff_QB,pff_BALLCARRIER,pff_PENALTYYARDS,pff_SCORE,pff_SCOREDIFFERENTIAL,pff_OFFPERSONNELBASIC,pff_OFFPERSONNEL,pff_OFFFORMATIONGROUP,pff_TIMETOTHROW,pff_YARDSAFTERCATCH,pff_YARDSAFTERCONTACT,pff_DEFPERSONNEL,pff_HASH,pff_INTERCEPTION,pff_PASSDIRECTION,pff_PASSRECEIVERTARGET,Unnamed: 37,pff_PENALTY,pff_QBPRESSUREALLOWED,pff_QBSCRAMBLE,pff_RBALIGNMENT,pff_RBDEPTH,pff_RBDIRECTION,pff_RBSINBACKFIELD,pff_RUNCONCEPTPRIMARY,pff_RUNCONCEPTSECONDARY,pff_SACK,pff_TEALIGNMENT,pff_PLAYCLOCK
137,"03 NCCR OFF vs. GAST (09/16/23), Play 007",7,,2,-41,1,10,1,,12,BUMP TRAIN RT OFF SQUEEZE N. PABLO,GUN,,TRAIN,,,,,,,BUMP,LOAD-ROCK,N. PABLO,,,PABLO,PABLO,,,,,P,C,,11,13,N,9/16/2023,9/16/2023,3,1,1,7:44,0,KICKOFF - TB,PUNT,-25,-47,-41,5,2,3,1,1,10,,P,0,COMPLETE,NCCR 11,NCCR 13,,0,-7,12,2-0-1-2,1x3,1.4,7,1,3/4/2004,C,,M,NCCR 13,,,,,HB-R,HB-R (-5),,1; NCCR 13 (HB-R),,,,R,15
138,"03 NCCR OFF vs. GAST (09/16/23), Play 008",8,,2,-42,2,9,5,,11,DAFFY RT 1 ROCK SLOP CHOP,EMPTY,,DAFFY,,,,,,,,LOAD-ROCK,ROCK SLOP CHOP,,,SLOP CHOP,SLOP,CHOP,,,,P,C,,11,13,Y,9/16/2023,9/16/2023,3,1,2,7:09,0,KICKOFF - TB,PUNT,-25,-47,-42,5,2,4,5,5,9,,P,0,COMPLETE,NCCR 11,NCCR 13,,0,-7,11,3-0-1-1,3x2,2.3,3,2,3/3/2005,R,,L,NCCR 13,,,,,EMPTY,,,,,,,,13
139,"03 NCCR OFF vs. GAST (09/16/23), Play 009",9,,2,-47,3,4,0,,11,NINER RAILROAD,GUN,,DUAL,,CLASSY,,,,,,LOAD-ROCK,NINER RAILROAD,NINER,,RAILROAD-H,RAILROAD-H,,,,,P,I,,11,10,N,9/16/2023,9/16/2023,3,1,3,6:45,0,KICKOFF - TB,PUNT,-25,-47,-47,5,2,5,,0,4,,P,0,INCOMPLETE,NCCR 11,,,0,-7,11,3-0-1-1,2x2,5.1,,,3/3/2005,L,,L,NCCR 10,,,NCCR 75; NCCR 76,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),,,,L,25
140,"03 NCCR OFF vs. GAST (09/16/23), Play 010",10,,3,-25,1,10,5,,11,FIB DOUBLE LT OFF H-JET TIGER,GUN,X,DOUBLE,,,,,JET-H,,,,TIGER,,BENGAL-TIGER,,,,,,,R,,,11,1,Y,9/16/2023,9/16/2023,3,2,1,14:56,0,KICKOFF - TB,INTERCEPTION,-25,38,-25,4,3,1,5,5,10,,R,0,,NCCR 11,NCCR 01,,0,-10,11,3-0-1-1,2x2,,,3,3/3/2005,R,,,,,,,,HB-L,HB-L (-6),R,1; NCCR 01 (HB-L),COUNTER,CROSS LEAD,,L,8
141,"03 NCCR OFF vs. GAST (09/16/23), Play 011",11,,3,-30,2,5,0,,11,DUAL RT QK JACK SPACING X-STICK,GUN,,DUAL,,,,,,,,JILL-JACK QK,QK JACK SPACING X-STICK,,,SPACING STICK-X,SPACING,STICK-X,,,,P,I,,11,10,N,9/16/2023,9/16/2023,3,2,2,14:32,0,KICKOFF - TB,INTERCEPTION,-25,38,-30,4,3,2,,0,5,,P,0,INCOMPLETE,NCCR 11,,,0,-10,11,3-0-1-1,2x2,1.5,,,3/3/2005,R,,M,NCCR 10,,,,,HB-R,HB-R (-5),R,1; NCCR 01 (HB-R),,,,R,22
142,"03 NCCR OFF vs. GAST (09/16/23), Play 012",12,,3,-30,3,5,32,,11,ROCKY TRAIN LT OFF A LOAD Y-DELAY CHOP X-FADE,GUN,,TRAIN,,,,,,,ROCKY,LOAD-ROCK,LOAD Y-DELAY CHOP X-FADE,,,DELAY-Y CHOP FADE-X,DELAY-Y,CHOP,,,FADE-X,P,C,,11,12,Y,9/16/2023,9/16/2023,3,2,3,14:27,0,KICKOFF - TB,INTERCEPTION,-25,38,-30,4,3,3,32,32,5,1,P,0,COMPLETE,NCCR 11,NCCR 12,,0,-10,11,3-0-1-1,4x1,2.2,4,4,2/4/2005,R,,R,NCCR 12,,,,,EMPTY,,,,,,,L,1
143,"03 NCCR OFF vs. GAST (09/16/23), Play 013",13,,3,38,1,10,,,11,DUAL RT JACK Y-PUNCH DANCER,GUN,,DUAL,,,,,,,,JILL-JACK,JACK Y-PUNCH DANCER,,,PUNCH-Y DANCER,PUNCH-Y,DANCER,,,,P,INT,INT,11,12,,9/16/2023,9/16/2023,3,2,1,14:04,0,KICKOFF - TB,INTERCEPTION,-25,38,38,4,3,4,,0,10,,P,0,INTERCEPTION,NCCR 11,,,0,-10,11,3-0-1-1,2x2,2.5,,,3/3/2005,R,GAST D03,L,NCCR 12,,,,,HB-R,HB-R (-6),R,1; NCCR 01 (HB-R),,,,R,20
144,"03 NCCR OFF vs. GAST (09/16/23), Play 014",14,,4,-25,1,10,-1,,11,(P) FIB TRAIN RT OFF Y-CREEP EAGLES,PISTOL,,TRAIN,,,,,CREEP-Y,,,,EAGLES,,EAGLES-RAVENS,,,,,,,R,,,11,0,N,9/16/2023,9/16/2023,3,2,1,13:43,0,KICKOFF - TB,DOWNS,-25,3,-25,12,4,1,-1,-1,10,,R,0,,NCCR 11,NCCR 00,,0,-17,11,3-0-1-1,1x2,,,0,3/3/2005,R,,,,,,,,HB; FB-R,HB (-7); FB-R (-2),L,2; NCCR 00 (HB); NCCR 18 (FB-R),MAN,CROSS LEAD,,,9
145,"03 NCCR OFF vs. GAST (09/16/23), Play 015",15,,4,-24,2,11,32,,12,DEUCE LT SLOT N. CALI H-TSUNAMI,GUN,,DEUCE,,,,,,,,CALI,N. CALI H-TSUNAMI,,,TSUNAMI-H,TSUNAMI-H,,,,,P,C,,11,86,Y,9/16/2023,9/16/2023,3,2,2,13:10,0,KICKOFF - TB,DOWNS,-25,3,-24,12,4,2,34,34,11,1,P,0,COMPLETE,NCCR 11,NCCR 86,,0,-17,12,2-0-1-2,1x3,3.9,12,3,3/4/2004,C,,M,NCCR 86,,,,,HB-L,HB-L (-5),,1; NCCR 00 (HB-L),POWER,,,L;R,13
146,"03 NCCR OFF vs. GAST (09/16/23), Play 016",16,,4,42,1,10,0,,11,FIB DOUBLE LT OFF H-JET TIGER,GUN,X,DOUBLE,,,,,JET-H,,,,TIGER,,BENGAL-TIGER,,,,,,,R,,,11,0,N,9/16/2023,9/16/2023,3,2,1,12:49,0,KICKOFF - TB,DOWNS,-25,3,42,12,4,3,0,0,10,,R,0,,NCCR 11,NCCR 00,,0,-17,11,3-0-1-1,2x2,,,2,3/3/2005,R,,,,,,,,HB-L,HB-L (-6),R,1; NCCR 00 (HB-L),COUNTER,CROSS LEAD,,L,34
147,"03 NCCR OFF vs. GAST (09/16/23), Play 017",17,,4,42,2,10,5,,11,YAC TRAIN LT OFF S. SPRINTY SMASH,GUN,,TRAIN,,,,,AC-Y,,,SPRINTY,S. SPRINTY SMASH,,,SMASH,SMASH,,,,,P,C,,11,19,Y,9/16/2023,9/16/2023,3,2,2,12:15,0,KICKOFF - TB,DOWNS,-25,3,42,12,4,4,6,6,10,,P,0,COMPLETE,NCCR 11,NCCR 19,,0,-17,11,3-0-1-1,3x1,3.9,0,0,3/3/2005,R,,L,NCCR 19,,,,,HB-R,HB-R (-5),R,1; NCCR 00 (HB-R),,,,L,12
148,"03 NCCR OFF vs. GAST (09/16/23), Play 018",18,,4,37,3,5,2,,12,FIB DOUBLE RT H-PLANE BEETLE SLICE,GUN,X,DOUBLE,,,,,PLANE-H,,,,BEETLE SLICE,,BEETLE-SPIDER SLICE,,,,,,,R,,,11,0,Y,9/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"03 NCCR OFF vs. GAST (09/16/23), Play 019",19,,4,35,4,3,17,,12,DOS LT F-JILL COAT X-DANGLE,GUN,,DOS,,,,,,,,JILL-JACK,F-JILL COAT X-DANGLE,,,COAT DANGLE-X,COAT,DANGLE-X,,,,P,C,,11,19,Y,9/16/2023,9/16/2023,3,2,4,11:16,0,KICKOFF - TB,DOWNS,-25,3,35,12,4,6,17,17,3,1,P,0,COMPLETE,NCCR 11,NCCR 19,,0,-17,12,2-0-1-2,2x2,2.5,3,1,3/4/2004,L,,L,NCCR 19,,,,,HB-R,HB-R (-5),,1; NCCR 13 (HB-R),,,,L;R,
150,"03 NCCR OFF vs. GAST (09/16/23), Play 020",20,,4,18,1,10,3,,12,DEUCE LT OFF THURSDAY (CK. BEETLE SLICE),GUN,,DEUCE,,,,,,,,,BEETLE SLICE,,BEETLE-SPIDER SLICE,,,,,,,R,,,11,1,N,9/16/2023,9/16/2023,3,2,1,10:42,0,KICKOFF - TB,DOWNS,-25,3,18,12,4,7,3,3,10,,R,0,,NCCR 11,NCCR 01,,0,-17,12,2-0-1-2,2x2,,,0,3/4/2004,L,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 01 (HB-R),MAN,CROSS LEAD,,L;R,10
151,"03 NCCR OFF vs. GAST (09/16/23), Play 021",21,,4,15,2,7,12,,11,BUMP DUAL LT S. LA GRONK HERO,GUN,,DUAL,,,,,,,BUMP,LA,S. LA GRONK HERO,,,GRONK HERO,GRONK,HERO,,,,P,C,,11,18,Y,9/16/2023,9/16/2023,3,2,2,10:11,0,KICKOFF - TB,DOWNS,-25,3,15,12,4,8,12,12,7,1,P,0,COMPLETE,NCCR 11,NCCR 18,,0,-17,11,3-0-1-1,2x2,2.1,1,1,3/4/2004,L,,M,NCCR 18,,,,,HB-R,HB-R (-5),L,1; NCCR 01 (HB-R),POWER,,,L,16
152,"03 NCCR OFF vs. GAST (09/16/23), Play 022",22,,4,3,1,3,-2,,23,(U) GL RT S. G-LEAD,UNDER,,GL,,,,,,,,,S. G-LEAD,,G-LEAD,,,,,,,R,,,11,1,N,9/16/2023,9/16/2023,3,2,1,9:30,0,KICKOFF - TB,DOWNS,-25,3,3,12,4,9,-2,-2,3,,R,0,,NCCR 11,NCCR 01,,0,-17,14,0-0-1-4,1x2,,,-1,4/4/2003,C,,,,,,,,HB; FB,HB (-7); FB (-3),L,2; NCCR 01 (HB); NCCR 35 (FB),PULL LEAD,LEAD,,L;R;R,5
153,"03 NCCR OFF vs. GAST (09/16/23), Play 023",23,,4,5,2,5,4,,12,DOT LT SLOT Z-PLANE ROACH Y-CULDESAC,GUN,,DOT,,,,,PLANE-Z,,,,ROACH Y-CULDESAC,,ROACH-LEECH CULDESAC-Y,,,,,CULDESAC-Y,,R,,,11,1,Y,9/16/2023,9/16/2023,3,2,2,8:55,0,KICKOFF - TB,DOWNS,-25,3,5,12,4,10,4,4,5,,R,1,,NCCR 11,NCCR 01,,0,-17,12,2-0-1-2,1x3,,,3,3/4/2004,L,,,,,,,,HB-L,HB-L (-5),L,1; NCCR 01 (HB-L),INSIDE ZONE,,,L;R,13
154,"03 NCCR OFF vs. GAST (09/16/23), Play 024",24,,4,1,3,1,0,,13-F,DOT LT SLOT Z-PLANE ROACH Z-SLICE,GUN,,DOT,,,,,PLANE-Z,,,,ROACH Z-SLICE,,ROACH-LEECH SLICE,,,,,,,R,,,11,1,N,9/16/2023,9/16/2023,3,2,3,8:28,0,KICKOFF - TB,DOWNS,-25,3,1,12,4,11,0,0,1,,R,1,,NCCR 11,NCCR 01,,0,-17,13,1-0-1-3,1x3,,,1,4/4/2003,L,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 01 (HB-L),INSIDE ZONE,SPLIT,,L;R,32
155,"03 NCCR OFF vs. GAST (09/16/23), Play 025",25,,4,1,4,1,-3,,23,(U) GL LT N. G-LEAD PASS,UNDER,,GL,,,,,,,,G-LEAD PASS,N. G-LEAD PASS,,,G-LEAD PASS,G-LEAD PASS,,,,,P,C,,11,35,N,9/16/2023,9/16/2023,3,2,4,7:43,0,KICKOFF - TB,DOWNS,-25,3,1,12,4,12,-2,-2,1,,P,0,COMPLETE,NCCR 11,NCCR 35,,0,-17,14,0-0-1-4,2x1,2.6,1,0,4/4/2003,L,,M,NCCR 35,,,,,HB; FB,HB (-7); FB (-4),,2; NCCR 01 (HB); NCCR 35 (FB),PULL LEAD,,,L;L;R,2
156,"03 NCCR OFF vs. GAST (09/16/23), Play 026",26,,5,49,1,10,36,,12,DEUCE LT OFF CLASSY N. TEXAS Z-WAVE,GUN,,DEUCE,,,,,,,,TEXAS,N. TEXAS Z-WAVE,,,WAVE-Z,WAVE-Z,,,,,P,C,,11,19,Y,9/16/2023,9/16/2023,3,2,1,5:20,0,PUNT - RETURN,FIELD GOAL,49,12,49,4,5,1,37,37,10,1,P,0,COMPLETE,NCCR 11,NCCR 19,,0,-17,12,2-0-1-2,2x2,4.5,12,2,3/4/2004,L,,M,NCCR 19,,,NCCR 55,,HB-L,HB-L (-6),,1; NCCR 01 (HB-L),UNDEFINED,,,L;R,21
157,"03 NCCR OFF vs. GAST (09/16/23), Play 027",27,,5,13,1,10,3,,12,DEUCE RT OFF THURSDAY (CK. BEETLE SLICE),GUN,,DEUCE,,,,,,,,,BEETLE SLICE,,BEETLE-SPIDER SLICE,,,,,,,R,,,11,1,N,9/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"03 NCCR OFF vs. GAST (09/16/23), Play 028",28,,5,10,2,7,3,,12,NINER PITT,PISTOL,,TRIPS,,OX,,,,,,,NINER PITT,NINER,PITT,,,,,,,R,,,11,1,N,9/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"03 NCCR OFF vs. GAST (09/16/23), Play 029",29,,5,7,3,4,,,12,DEUCE RT SLOT BEETLE Y-CULDESAC,GUN,,DEUCE,,,,,,,,,BEETLE Y-CULDESAC,,BEETLE-SPIDER CULDESAC,,,,,CULDESAC-Y,,,,PENALTY,11,,,9/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"03 NCCR OFF vs. GAST (09/16/23), Play 030",30,,5,12,3,9,0,,12,BUMP FLANK RT SQUEEZE ROCK TOPPER R-WHEEL DRACO,GUN,,FLANK,,SQ,,,,,BUMP,LOAD-ROCK,ROCK TOPPER R-WHEEL DRACO,,,TOPPER R-WHEEL DRACO,TOPPER,DRACO,,,WHEEL-R,P,I,,11,,N,9/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"03 NCCR OFF vs. GAST (09/16/23), Play 031",31,,6,42,1,10,0,,11,DUAL RT JACK Y-PUNCH DANCER,GUN,,DUAL,,,,,,,,JILL-JACK,JACK Y-PUNCH DANCER,,,PUNCH-Y DANCER,PUNCH-Y,DANCER,,,,P,I,DROP,11,19,N,9/16/2023,9/16/2023,3,2,1,1:54,2,PUNT - RETURN,TOUCHDOWN,42,0,42,7,6,1,,0,10,,P,0,INCOMPLETE,NCCR 11,,,3,-14,11,3-0-1-1,2x2,2.8,,,3/3/2005,R,,R,NCCR 19,,,,,HB-R,HB-R (-5),R,1; NCCR 13 (HB-R),,,,R,19
162,"03 NCCR OFF vs. GAST (09/16/23), Play 032",32,,6,42,2,10,7,,11,DUAL RT CLASSY ROCK H-RAILROAD,GUN,,DUAL,,CLASSY,,,,,,LOAD-ROCK,ROCK H-RAILROAD,,,RAILROAD-H,RAILROAD-H,,,,,P,C,,11,10,Y,9/16/2023,9/16/2023,3,2,2,1:49,2,PUNT - RETURN,TOUCHDOWN,42,0,42,7,6,2,7,7,10,,P,0,COMPLETE,NCCR 11,NCCR 10,,3,-14,11,3-0-1-1,2x2,2.8,2,1,3/3/2005,R,,M,NCCR 10,,,NCCR 52; NCCR 76,,HB-R,HB-R (-5),,1; NCCR 13 (HB-R),,,,R,18
163,"03 NCCR OFF vs. GAST (09/16/23), Play 033",33,,6,35,3,3,0,,11,Z-TANGO RT S. CALI RUBY,GUN,,TANGO,,,,,,,,,S. CALI RUBY,,,,,,LUCY-RUBY CALI,,,P,I,,11,18,N,9/16/2023,9/16/2023,3,2,3,1:42,2,PUNT - RETURN,TOUCHDOWN,42,0,35,7,6,3,,0,3,,P,0,THROWN AWAY,NCCR 11,,,3,-14,11,3-0-1-1,3x1,3.6,,,3/3/2005,R,,X,,,,,,HB-R,HB-R (-5),L,1; NCCR 13 (HB-R),POWER,,,R,12
164,"03 NCCR OFF vs. GAST (09/16/23), Play 034",34,#52 MA. LOAD = SLIDE RT. QB PRESSURE,6,35,4,3,7,,11,FIB DOUBLE LT OFF H-IN LOAD H-SMACK,GUN,X,DOUBLE,,,,,IN-H,,,LOAD-ROCK,LOAD H-SMACK,,,SMACK-H,SMACK-H,,,,,P,C,,11,10,Y,9/16/2023,9/16/2023,3,2,4,1:37,2,PUNT - RETURN,TOUCHDOWN,42,0,35,7,6,4,7,7,3,1,P,0,COMPLETE,NCCR 11,NCCR 10,,3,-14,11,3-0-1-1,2x2,2.8,2,0,2/4/2005,R,,M,NCCR 10,,,NCCR 79,,HB-L,HB-L (-5),,1; NCCR 13 (HB-L),,,,L,7
165,"03 NCCR OFF vs. GAST (09/16/23), Play 035",35,,6,28,1,10,15,,11,TRAIN RT JILL H-DRIVE DANCER,GUN,,TRAIN,,,,,,,,JILL-JACK,JILL H-DRIVE DANCER,,,DRIVE-H DANCER,DRIVE-H,DANCER,,,,P,I,,11,19,Y,9/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"03 NCCR OFF vs. GAST (09/16/23), Play 036",36,,6,13,1,10,9,,11,Z-TANGO LT N. SPRINT SHOE,GUN,,TANGO,,,,,,,,SPRINT,N. SPRINT SHOE,,,SHOE,SHOE,,,,,P,C,,11,22,Y,9/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"03 NCCR OFF vs. GAST (09/16/23), Play 037",37,,6,4,2,1,0,,11,DUAL RT CLASSY QK JACK SPACING X-STICK,GUN,,DUAL,,,,,,,,JILL-JACK QK,QK JACK SPACING X-STICK,,,SPACING STICK-X,SPACING,STICK-X,,,,P,I,,11,10,N,9/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"03 NCCR OFF vs. GAST (09/16/23), Play 038",38,,6,4,3,1,4,,11,DUAL RT Z-JET ROACH Z-STREET,GUN,,DUAL,,,,,JET-Z,,,,ROACH Z-STREET,,ROACH-LEECH STREET,,,,,STREET-Z,,P,C,,11,19,Y,9/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"03 NCCR OFF vs. GAST (09/16/23), Play 039",39,,7,-25,1,10,5,,11,FIB DOUBLE RT OFF H-IN BEETLE H-TRAIL,GUN,X,DOUBLE,OFF,,,,IN-H,,,,BEETLE H-TRAIL,,BEETLE-SPIDER TRAIL,,,,,TRAIL-H,,R,,,11,13,Y,9/16/2023,9/16/2023,3,3,1,15:00,0,KICKOFF - TB,PUNT,-25,-41,-25,6,7,1,5,5,10,,R,1,,NCCR 11,NCCR 13,,10,-10,11,3-0-1-1,2x2,,,4,3/3/2005,L,,,,,,,,HB-R,HB-R (-5),R,1; NCCR 13 (HB-R),MAN,,,R,15
170,"03 NCCR OFF vs. GAST (09/16/23), Play 040",40,,7,-30,2,5,-4,,11,(P) TRAIN RT OFF Y-CREEP EAGLES,PISTOL,,TRAIN,,,,,CREEP-Y,,,,EAGLES,,EAGLES-RAVENS,,,,,,,R,,,11,13,N,9/16/2023,9/16/2023,3,3,2,14:33,0,KICKOFF - TB,PUNT,-25,-41,-30,6,7,2,-4,-4,5,,R,0,,NCCR 11,NCCR 13,,10,-10,11,3-0-1-1,1x3,,,-1,3/3/2005,L,,,,,,,,HB,HB (-7),L,1; NCCR 13 (HB),COUNTER,CROSS LEAD,,R,20
171,"03 NCCR OFF vs. GAST (09/16/23), Play 041",41,,7,-26,3,9,12,,11,YAC TROLLY RT SALLY,GUN,,TROLLY,,,,,,,,,SALLY,,,,,,SALLY-ROSE,,,P,C,,11,13,Y,9/16/2023,9/16/2023,3,3,3,13:59,0,KICKOFF - TB,PUNT,-25,-41,-26,6,7,3,12,12,9,1,P,0,COMPLETE,NCCR 11,NCCR 13,,10,-10,11,3-0-1-1,1x3,2.1,15,3,1/5/2005,L,,M,NCCR 13,,,,,HB-L,HB-L (-5),,1; NCCR 13 (HB-L),,,,,14
172,"03 NCCR OFF vs. GAST (09/16/23), Play 042",42,,7,-38,1,10,0,,11,FIB DOUBLE RT OFF H-JET S. CALI Z-BREAKER,GUN,X,DOUBLE,,,,,JET-H,,,CALI,S. CALI Z-BREAKER,,,BREAKER-Z,BREAKER-Z,,,,,P,C,,11,19,N,9/16/2023,9/16/2023,3,3,1,13:26,0,KICKOFF - TB,PUNT,-25,-41,-38,6,7,4,,0,10,,P,0,INCOMPLETE,NCCR 11,,,10,-10,11,3-0-1-1,2x2,3.6,,,3/4/2004,L,,L,NCCR 19,,,NCCR 76,,HB-R,HB-R (-5),,1; NCCR 01 (HB-R),POWER,,,R,17
173,"03 NCCR OFF vs. GAST (09/16/23), Play 043",43,,7,-38,2,10,-13,,12,FLANK LT JILL H-DRIVE ROCKER,GUN,,FLANK,,,,,,,,JILL-JACK,JILL H-DRIVE ROCKER,,,DRIVE-H ROCKER,DRIVE-H,ROCKER,,,,P,,SACK,11,11,N,9/16/2023,9/16/2023,3,3,2,13:18,0,KICKOFF - TB,PUNT,-25,-41,-38,6,7,5,-13,-13,10,,P,0,SACK,NCCR 11,NCCR 11,,10,-10,12,2-0-1-2,2x2,3.8,,,3/4/2004,L,,X,,,,NCCR 55,,HB-L,HB-L (-5),R,1; NCCR 01 (HB-L),,,GAST D25,L;L,8
174,"03 NCCR OFF vs. GAST (09/16/23), Play 044",44,,7,-25,3,23,17,,11,DAFFY LT Y-RT ROCK Z-BULLS,GUN,,DAFFY,,,,,RT-Y,,,LOAD-ROCK,ROCK Z-BULLS,,,BULLS-Z,BULLS-Z,,,,,P,C,,11,19,N,9/16/2023,9/16/2023,3,3,3,12:40,0,KICKOFF - TB,PUNT,-25,-41,-25,6,7,6,16,16,23,,P,0,COMPLETE,NCCR 11,NCCR 19,,10,-10,11,3-0-1-1,1x3,2.8,15,2,1/5/2005,C,,M,NCCR 19,,,,,HB-R,HB-R (-6),,1; NCCR 13 (HB-R),,,,,8
175,"03 NCCR OFF vs. GAST (09/16/23), Play 045",45,,8,-22,1,10,27,,11,Z-TANGO LT N. CALI Z-TSUNAMI,GUN,,TANGO,,,,,,,,CALI,N. CALI Z-TSUNAMI,,,TSUNAMI-Z,TSUNAMI-Z,,,,,P,C,,11,19,Y,9/16/2023,9/16/2023,3,3,1,10:16,0,KICKOFF - RETURN,PUNT,-22,-47,-22,4,8,1,27,27,10,1,P,0,COMPLETE,NCCR 11,NCCR 19,,10,-17,11,3-0-1-1,1x3,4,12,9,3/3/2005,L,,M,NCCR 19,,,,,HB-L,HB-L (-5),,1; NCCR 01 (HB-L),POWER,,,L,12
176,"03 NCCR OFF vs. GAST (09/16/23), Play 046",46,,8,-49,1,10,-1,,11,Z-TOXIC RT SPIDER CUT,GUN,,TOXIC,,,,,,,,,SPIDER CUT,,BEETLE-SPIDER CUT,,,,,,,R,,,11,1,N,9/16/2023,9/16/2023,3,3,1,9:29,0,KICKOFF - RETURN,PUNT,-22,-47,-49,4,8,2,-1,-1,10,,R,0,,NCCR 11,NCCR 01,,10,-17,11,3-0-1-1,3x1,,,0,3/3/2005,R,,,,,,,,HB-L,HB-L (-5),L,1; NCCR 01 (HB-L),MAN,CROSS LEAD,,R,2
177,"03 NCCR OFF vs. GAST (09/16/23), Play 047",47,#76 BAD SET = QB PRESSURE,8,-48,2,11,-12,,11,DUAL RT NASTY F-JACK CLIPPER DRACO,GUN,,DUAL,,,,,,,,JILL-JACK,F-JACK CLIPPER DRACO,,,CLIPPER DRACO,CLIPPER,DRACO,,,,P,,SACK,11,11,N,9/16/2023,9/16/2023,3,3,2,8:53,0,KICKOFF - RETURN,PUNT,-22,-47,-48,4,8,3,-12,-12,11,,P,0,SACK,NCCR 11,NCCR 11,,10,-17,11,3-0-1-1,2x2,5.7,,,3/3/2005,R,,X,,,,NCCR 00; NCCR 75; NCCR 76,,HB-L,HB-L (-5),R,1; NCCR 00 (HB-L),,,GAST D03,R,11
178,"03 NCCR OFF vs. GAST (09/16/23), Play 048",48,,8,-36,3,23,14,,11,Z-TANGO RT JACK WRANGLE SPEAR,GUN,,TANGO,,,,,,,,JILL-JACK,JACK WRANGLE SPEAR,,,WRANGLE SPEAR,WRANGLE,SPEAR,,,,P,C,,11,86,N,9/16/2023,9/16/2023,3,3,3,8:20,0,KICKOFF - RETURN,PUNT,-22,-47,-36,4,8,4,11,11,23,,P,0,COMPLETE,NCCR 11,NCCR 86,,10,-17,11,3-0-1-1,3x1,4.1,7,6,2/4/2005,R,,M,NCCR 86,,,NCCR 55,,HB-R,HB-R (-6),,1; NCCR 13 (HB-R),,,,R,19
179,"03 NCCR OFF vs. GAST (09/16/23), Play 049",49,,9,-12,1,10,18,,11,TRAIN LT OFF OX LION OLY,GUN,,TRAIN,,,,,,,,,LION OLY,,BEAR-LION OMAR,,,,,,,R,,,4,21,Y,9/16/2023,9/16/2023,3,3,1,3:47,0,KICKOFF - RETURN,TOUCHDOWN,-12,0,-12,3,9,1,18,18,10,1,R,0,,NCCR 04,NCCR 21,,10,-24,11,3-0-1-1,4x0,,,5,3/3/2005,R,,,,,,,,HB-L,HB-L (-5),L,1; NCCR 21 (HB-L),OUTSIDE ZONE,SPEED OPTION,,L,24
180,"03 NCCR OFF vs. GAST (09/16/23), Play 050",50,,9,-30,1,10,12,,11,TRAIN RT OFF CLEVELAND MAG,GUN,,TRAIN,,,,,,,,,CLEVELAND MAG,,CLEVELAND-AKRON MAG,,,,,,,R,,,4,21,Y,9/16/2023,9/16/2023,3,3,1,3:15,0,KICKOFF - RETURN,TOUCHDOWN,-12,0,-30,3,9,2,7,12,10,1,R,0,,NCCR 04,NCCR 21,,10,-24,11,3-0-1-1,1x3,,,1,3/3/2005,L,,,,,,,,HB-L,HB-L (-5),L,1; NCCR 21 (HB-L),COUNTER,INVERTED;READ OPTION,,R,16
